Effective Date,Rate Type,Rate (%),1st Percentile (%),25th Percentile (%),75th Percentile (%),99th Percentile (%),Volume ($Billions),Target Rate From (%),Target Rate To (%),Intra Day - Low (%),Intra Day - High (%),Standard Deviation (%),30-Day Average SOFR,90-Day Average SOFR,180-Day Average SOFR,SOFR Index,Revision Indicator (Y/N),Footnote ID
01/03/2022,SOFR,0.05,-0.01,0.04,0.06,0.15,972,,,,,,,,,,,
12/31/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,923,,,,,,,,,,,
12/30/2021,SOFR,0.05,-0.02,0.02,0.05,0.15,836,,,,,,,,,,,
12/29/2021,SOFR,0.05,-0.02,0.02,0.05,0.15,869,,,,,,,,,,,
12/28/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,844,,,,,,,,,,,
12/27/2021,SOFR,0.05,-0.02,0.02,0.05,0.15,888,,,,,,,,,,,
12/23/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,880,,,,,,,,,,,
12/22/2021,SOFR,0.05,-0.02,0.02,0.05,0.15,893,,,,,,,,,,,
12/21/2021,SOFR,0.05,-0.02,0.01,0.05,0.15,896,,,,,,,,,,,
12/20/2021,SOFR,0.04,-0.02,0.01,0.05,0.15,905,,,,,,,,,,,
12/17/2021,SOFR,0.05,-0.01,0.02,0.05,0.15,910,,,,,,,,,,,
12/16/2021,SOFR,0.05,-0.01,0.02,0.05,0.15,914,,,,,,,,,,,
12/15/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,959,,,,,,,,,,,
12/14/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,919,,,,,,,,,,,
12/13/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,936,,,,,,,,,,,
12/10/2021,SOFR,0.05,0,0.04,0.06,0.15,919,,,,,,,,,,,
12/09/2021,SOFR,0.05,0,0.04,0.06,0.15,973,,,,,,,,,,,
12/08/2021,SOFR,0.05,0,0.05,0.06,0.15,978,,,,,,,,,,,
12/07/2021,SOFR,0.05,0,0.04,0.06,0.15,989,,,,,,,,,,,
12/06/2021,SOFR,0.05,0,0.04,0.06,0.14,994,,,,,,,,,,,
12/03/2021,SOFR,0.05,0,0.04,0.06,0.14,1015,,,,,,,,,,,
12/02/2021,SOFR,0.05,0,0.04,0.06,0.15,1031,,,,,,,,,,,
12/01/2021,SOFR,0.05,0,0.05,0.06,0.14,1088,,,,,,,,,,,
11/30/2021,SOFR,0.05,0,0.04,0.06,0.13,1067,,,,,,,,,,,
11/29/2021,SOFR,0.05,0,0.04,0.05,0.15,953,,,,,,,,,,,
11/26/2021,SOFR,0.05,0,0.04,0.06,0.15,895,,,,,,,,,,,
11/24/2021,SOFR,0.05,0,0.04,0.05,0.15,887,,,,,,,,,,,
11/23/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,920,,,,,,,,,,,
11/22/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,930,,,,,,,,,,,
11/19/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,895,,,,,,,,,,,
11/18/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,898,,,,,,,,,,,
11/17/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,893,,,,,,,,,,,
11/16/2021,SOFR,0.05,-0.01,0.04,0.05,0.15,924,,,,,,,,,,,
11/15/2021,SOFR,0.05,0,0.04,0.05,0.15,958,,,,,,,,,,,
11/12/2021,SOFR,0.05,0,0.04,0.05,0.15,868,,,,,,,,,,,
11/10/2021,SOFR,0.05,0,0.04,0.05,0.15,871,,,,,,,,,,,
11/09/2021,SOFR,0.05,0,0.04,0.05,0.15,908,,,,,,,,,,,
11/08/2021,SOFR,0.05,0,0.04,0.05,0.15,907,,,,,,,,,,,
11/05/2021,SOFR,0.05,0,0.04,0.05,0.15,875,,,,,,,,,,,
11/04/2021,SOFR,0.05,-0.01,0.04,0.05,0.15,925,,,,,,,,,,,
11/03/2021,SOFR,0.05,0,0.04,0.05,0.15,877,,,,,,,,,,,
11/02/2021,SOFR,0.05,-0.01,0.04,0.05,0.15,910,,,,,,,,,,,
11/01/2021,SOFR,0.05,-0.02,0.03,0.05,0.15,959,,,,,,,,,,,
10/29/2021,SOFR,0.05,-0.03,0.02,0.05,0.15,847,,,,,,,,,,,
10/28/2021,SOFR,0.05,-0.03,0.02,0.05,0.15,871,,,,,,,,,,,
10/27/2021,SOFR,0.05,-0.03,0.02,0.05,0.15,865,,,,,,,,,,,
10/26/2021,SOFR,0.05,-0.03,0.02,0.05,0.15,877,,,,,,,,,,,
10/25/2021,SOFR,0.04,-0.03,0.02,0.05,0.15,858,,,,,,,,,,,
10/22/2021,SOFR,0.05,-0.03,0.02,0.05,0.15,863,,,,,,,,,,,
10/21/2021,SOFR,0.03,-0.05,0,0.05,0.15,879,,,,,,,,,,,
10/20/2021,SOFR,0.03,-0.04,0,0.05,0.15,857,,,,,,,,,,,
10/19/2021,SOFR,0.03,-0.03,0.01,0.05,0.15,875,,,,,,,,,,,
10/18/2021,SOFR,0.05,-0.02,0.01,0.05,0.15,879,,,,,,,,,,,
10/15/2021,SOFR,0.05,-0.01,0.02,0.05,0.15,889,,,,,,,,,,,
10/14/2021,SOFR,0.05,-0.03,0.03,0.05,0.15,873,,,,,,,,,,,
10/13/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,907,,,,,,,,,,,
10/12/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,925,,,,,,,,,,,
10/08/2021,SOFR,0.05,0,0.04,0.05,0.15,887,,,,,,,,,,,
10/07/2021,SOFR,0.05,0,0.04,0.05,0.15,911,,,,,,,,,,,
10/06/2021,SOFR,0.05,0,0.04,0.05,0.15,902,,,,,,,,,,,
10/05/2021,SOFR,0.05,0,0.04,0.05,0.15,916,,,,,,,,,,,
10/04/2021,SOFR,0.05,0,0.04,0.05,0.15,925,,,,,,,,,,,
10/01/2021,SOFR,0.05,0,0.04,0.05,0.15,928,,,,,,,,,,,
09/30/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,939,,,,,,,,,,,
09/29/2021,SOFR,0.05,-0.02,0.03,0.05,0.15,872,,,,,,,,,,,
09/28/2021,SOFR,0.05,0,0.04,0.05,0.15,883,,,,,,,,,,,
09/27/2021,SOFR,0.05,0,0.04,0.05,0.15,927,,,,,,,,,,,
09/24/2021,SOFR,0.05,0,0.04,0.05,0.15,896,,,,,,,,,,,
09/23/2021,SOFR,0.05,0,0.03,0.05,0.15,878,,,,,,,,,,,
09/22/2021,SOFR,0.05,0,0.03,0.05,0.15,879,,,,,,,,,,,
09/21/2021,SOFR,0.05,0,0.03,0.05,0.15,894,,,,,,,,,,,
09/20/2021,SOFR,0.05,0,0.03,0.05,0.15,928,,,,,,,,,,,
09/17/2021,SOFR,0.05,0.01,0.04,0.05,0.15,884,,,,,,,,,,,
09/16/2021,SOFR,0.05,0.02,0.05,0.05,0.15,905,,,,,,,,,,,
09/15/2021,SOFR,0.05,0.02,0.05,0.06,0.15,942,,,,,,,,,,,
09/14/2021,SOFR,0.05,0.01,0.04,0.05,0.15,893,,,,,,,,,,,
09/13/2021,SOFR,0.05,0.01,0.05,0.05,0.15,914,,,,,,,,,,,
09/10/2021,SOFR,0.05,0.02,0.05,0.06,0.15,891,,,,,,,,,,,
09/09/2021,SOFR,0.05,0.01,0.05,0.05,0.15,917,,,,,,,,,,,
09/08/2021,SOFR,0.05,0.01,0.05,0.05,0.15,896,,,,,,,,,,,
09/07/2021,SOFR,0.05,0.01,0.05,0.06,0.15,945,,,,,,,,,,,
09/03/2021,SOFR,0.05,0.02,0.05,0.06,0.15,883,,,,,,,,,,,
09/02/2021,SOFR,0.05,0.02,0.05,0.06,0.15,952,,,,,,,,,,,
09/01/2021,SOFR,0.05,0.02,0.05,0.06,0.15,936,,,,,,,,,,,
08/31/2021,SOFR,0.05,0.02,0.05,0.06,0.15,953,,,,,,,,,,,
08/30/2021,SOFR,0.05,0,0.04,0.05,0.15,885,,,,,,,,,,,
08/27/2021,SOFR,0.05,0,0.04,0.05,0.15,920,,,,,,,,,,,
08/26/2021,SOFR,0.05,0.01,0.05,0.05,0.15,864,,,,,,,,,,,
08/25/2021,SOFR,0.05,0,0.04,0.05,0.15,912,,,,,,,,,,,
08/24/2021,SOFR,0.05,0,0.04,0.05,0.15,923,,,,,,,,,,,
08/23/2021,SOFR,0.05,0,0.03,0.05,0.15,899,,,,,,,,,,,
08/20/2021,SOFR,0.05,0,0.03,0.05,0.15,902,,,,,,,,,,,
08/19/2021,SOFR,0.05,0,0.03,0.05,0.15,925,,,,,,,,,,,
08/18/2021,SOFR,0.05,0,0.04,0.05,0.15,935,,,,,,,,,,,
08/17/2021,SOFR,0.05,0.01,0.05,0.05,0.15,905,,,,,,,,,,,
08/16/2021,SOFR,0.05,0.01,0.05,0.06,0.15,906,,,,,,,,,,,
08/13/2021,SOFR,0.05,0,0.04,0.05,0.15,893,,,,,,,,,,,
08/12/2021,SOFR,0.05,0,0.04,0.05,0.15,909,,,,,,,,,,,
08/11/2021,SOFR,0.05,0,0.04,0.05,0.15,904,,,,,,,,,,,
08/10/2021,SOFR,0.05,0.01,0.04,0.05,0.15,865,,,,,,,,,,,
08/09/2021,SOFR,0.05,0.02,0.05,0.06,0.15,884,,,,,,,,,,,
08/06/2021,SOFR,0.05,0.02,0.05,0.06,0.15,891,,,,,,,,,,,
08/05/2021,SOFR,0.05,NA,NA,NA,NA,901,,,,,,,,,,,2
08/04/2021,SOFR,0.05,0.02,0.05,0.06,0.15,926,,,,,,,,,,,
08/03/2021,SOFR,0.05,0.02,0.05,0.06,0.15,974,,,,,,,,,,,
08/02/2021,SOFR,0.05,0.01,0.05,0.06,0.15,986,,,,,,,,,,,
07/30/2021,SOFR,0.05,0,0.03,0.05,0.15,903,,,,,,,,,,,
07/29/2021,SOFR,0.05,0.01,0.04,0.05,0.15,877,,,,,,,,,,,
07/28/2021,SOFR,0.05,0.01,0.04,0.05,0.15,862,,,,,,,,,,,
07/27/2021,SOFR,0.05,0.01,0.04,0.05,0.15,874,,,,,,,,,,,
07/26/2021,SOFR,0.05,0.01,0.04,0.05,0.15,881,,,,,,,,,,,
07/23/2021,SOFR,0.05,0.01,0.04,0.05,0.15,861,,,,,,,,,,,
07/22/2021,SOFR,0.05,0.01,0.04,0.05,0.15,849,,,,,,,,,,,
07/21/2021,SOFR,0.05,0,0.03,0.05,0.15,913,,,,,,,,,,,
07/20/2021,SOFR,0.05,0.01,0.04,0.05,0.15,855,,,,,,,,,,,
07/19/2021,SOFR,0.05,0,0.03,0.05,0.15,888,,,,,,,,,,,
07/16/2021,SOFR,0.05,0.02,0.04,0.05,0.15,864,,,,,,,,,,,
07/15/2021,SOFR,0.05,0.02,0.05,0.06,0.15,933,,,,,,,,,,,
07/14/2021,SOFR,0.05,0,0.04,0.05,0.15,908,,,,,,,,,,,
07/13/2021,SOFR,0.05,0.01,0.04,0.05,0.15,875,,,,,,,,,,,
07/12/2021,SOFR,0.05,0.01,0.04,0.05,0.15,855,,,,,,,,,,,
07/09/2021,SOFR,0.05,0,0.04,0.05,0.15,911,,,,,,,,,,,
07/08/2021,SOFR,0.05,0.01,0.05,0.06,0.15,874,,,,,,,,,,,
07/07/2021,SOFR,0.05,0,0.05,0.06,0.15,905,,,,,,,,,,,
07/06/2021,SOFR,0.05,0,0.05,0.06,0.15,934,,,,,,,,,,,
07/02/2021,SOFR,0.05,0,0.05,0.06,0.15,910,,,,,,,,,,,
07/01/2021,SOFR,0.05,0,0.04,0.06,0.15,938,,,,,,,,,,,
06/30/2021,SOFR,0.05,-0.02,0.03,0.05,0.15,871,,,,,,,,,,,
06/29/2021,SOFR,0.05,-0.02,0.02,0.05,0.15,850,,,,,,,,,,,
06/28/2021,SOFR,0.05,-0.01,0.04,0.05,0.15,853,,,,,,,,,,,
06/25/2021,SOFR,0.05,0,0.04,0.06,0.15,850,,,,,,,,,,,
06/24/2021,SOFR,0.05,-0.01,0.04,0.05,0.15,868,,,,,,,,,,,
06/23/2021,SOFR,0.05,-0.02,0.03,0.05,0.15,835,,,,,,,,,,,
06/22/2021,SOFR,0.05,-0.01,0.03,0.05,0.15,888,,,,,,,,,,,
06/21/2021,SOFR,0.05,0,0.03,0.05,0.15,894,,,,,,,,,,,
06/18/2021,SOFR,0.05,0,0.04,0.06,0.15,921,,,,,,,,,,,
06/17/2021,SOFR,0.05,0,0.04,0.06,0.15,998,,,,,,,,,,,
06/16/2021,SOFR,0.01,-0.02,0,0.01,0.15,900,,,,,,,,,,,
06/15/2021,SOFR,0.01,-0.02,0,0.01,0.15,905,,,,,,,,,,,
06/14/2021,SOFR,0.01,-0.04,0,0.01,0.15,877,,,,,,,,,,,
06/11/2021,SOFR,0.01,-0.02,0,0.01,0.15,834,,,,,,,,,,,
06/10/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,904,,,,,,,,,,,
06/09/2021,SOFR,0.01,-0.03,0,0.01,0.15,896,,,,,,,,,,,
06/08/2021,SOFR,0.01,-0.03,0,0.01,0.15,896,,,,,,,,,,,
06/07/2021,SOFR,0.01,-0.03,0,0.01,0.15,921,,,,,,,,,,,
06/04/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,898,,,,,,,,,,,
06/03/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,903,,,,,,,,,,,
06/02/2021,SOFR,0.01,-0.03,0.01,0.01,0.15,953,,,,,,,,,,,
06/01/2021,SOFR,0.01,-0.03,0,0.01,0.15,977,,,,,,,,,,,
05/28/2021,SOFR,0.01,-0.05,-0.01,0.01,0.15,868,,,,,,,,,,,
05/27/2021,SOFR,0.01,-0.05,-0.01,0.01,0.15,877,,,,,,,,,,,
05/26/2021,SOFR,0.01,-0.05,-0.01,0.01,0.15,869,,,,,,,,,,,
05/25/2021,SOFR,0.01,-0.05,-0.01,0.01,0.15,877,,,,,,,,,,,
05/24/2021,SOFR,0.01,-0.05,-0.01,0.01,0.15,858,,,,,,,,,,,
05/21/2021,SOFR,0.01,-0.05,-0.01,0.01,0.15,857,,,,,,,,,,,
05/20/2021,SOFR,0.01,-0.04,0,0.01,0.15,872,,,,,,,,,,,
05/19/2021,SOFR,0.01,-0.04,0,0.01,0.15,891,,,,,,,,,,,
05/18/2021,SOFR,0.01,-0.03,0,0.01,0.15,888,,,,,,,,,,,
05/17/2021,SOFR,0.01,-0.03,0,0.01,0.15,902,,,,,,,,,,,
05/14/2021,SOFR,0.01,-0.04,-0.01,0.01,0.15,865,,,,,,,,,,,
05/13/2021,SOFR,0.01,-0.03,0,0.01,0.15,860,,,,,,,,,,,
05/12/2021,SOFR,0.01,-0.03,0,0.01,0.15,895,,,,,,,,,,,
05/11/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,865,,,,,,,,,,,
05/10/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,869,,,,,,,,,,,
05/07/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,869,,,,,,,,,,,
05/06/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,883,,,,,,,,,,,
05/05/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,841,,,,,,,,,,,
05/04/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,895,,,,,,,,,,,
05/03/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,930,,,,,,,,,,,
04/30/2021,SOFR,0.01,-0.02,0,0.01,0.15,924,,,,,,,,,,,
04/29/2021,SOFR,0.01,-0.03,0,0.01,0.15,838,,,,,,,,,,,
04/28/2021,SOFR,0.01,-0.03,0,0.01,0.15,847,,,,,,,,,,,
04/27/2021,SOFR,0.01,-0.03,0,0.01,0.15,879,,,,,,,,,,,
04/26/2021,SOFR,0.01,-0.03,0,0.01,0.15,875,,,,,,,,,,,
04/23/2021,SOFR,0.01,-0.02,0,0.01,0.15,871,,,,,,,,,,,
04/22/2021,SOFR,0.01,-0.02,0,0.01,0.15,870,,,,,,,,,,,
04/21/2021,SOFR,0.01,-0.03,0,0.01,0.15,882,,,,,,,,,,,
04/20/2021,SOFR,0.01,-0.03,0,0.01,0.15,896,,,,,,,,,,,
04/19/2021,SOFR,0.01,-0.03,0,0.01,0.15,919,,,,,,,,,,,
04/16/2021,SOFR,0.01,-0.02,0,0.01,0.15,913,,,,,,,,,,,
04/15/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,928,,,,,,,,,,,
04/14/2021,SOFR,0.01,-0.03,0,0.01,0.15,883,,,,,,,,,,,
04/13/2021,SOFR,0.01,-0.02,0,0.01,0.15,894,,,,,,,,,,,
04/12/2021,SOFR,0.01,-0.02,0,0.01,0.15,863,,,,,,,,,,,
04/09/2021,SOFR,0.01,-0.02,0,0.01,0.15,867,,,,,,,,,,,
04/08/2021,SOFR,0.01,-0.01,0.01,0.01,0.15,896,,,,,,,,,,,
04/07/2021,SOFR,0.01,0,0.01,0.02,0.15,924,,,,,,,,,,,
04/06/2021,SOFR,0.01,0,0.01,0.04,0.15,979,,,,,,,,,,,
04/05/2021,SOFR,0.01,0,0.01,0.04,0.15,985,,,,,,,,,,,
04/01/2021,SOFR,0.01,0,0.01,0.03,0.15,989,,,,,,,,,,,
03/31/2021,SOFR,0.01,-0.02,0,0.01,0.15,931,,,,,,,,,,,
03/30/2021,SOFR,0.01,-0.02,0.01,0.02,0.15,808,,,,,,,,,,,
03/29/2021,SOFR,0.01,0,0.01,0.03,0.15,858,,,,,,,,,,,
03/26/2021,SOFR,0.01,0,0.01,0.03,0.15,924,,,,,,,,,,,
03/25/2021,SOFR,0.01,0,0.01,0.03,0.15,956,,,,,,,,,,,
03/24/2021,SOFR,0.01,-0.01,0.01,0.01,0.15,895,,,,,,,,,,,
03/23/2021,SOFR,0.01,-0.03,0,0.01,0.15,896,,,,,,,,,,,
03/22/2021,SOFR,0.01,-0.05,0,0.01,0.15,869,,,,,,,,,,,
03/19/2021,SOFR,0.01,-0.04,0,0.01,0.15,865,,,,,,,,,,,
03/18/2021,SOFR,0.01,-0.03,0.01,0.01,0.15,868,,,,,,,,,,,
03/17/2021,SOFR,0.01,-0.01,0.01,0.01,0.15,883,,,,,,,,,,,
03/16/2021,SOFR,0.01,-0.01,0.01,0.01,0.15,914,,,,,,,,,,,
03/15/2021,SOFR,0.01,0,0.01,0.02,0.15,898,,,,,,,,,,,
03/12/2021,SOFR,0.01,-0.03,0,0.01,0.15,889,,,,,,,,,,,
03/11/2021,SOFR,0.01,-0.01,0.01,0.03,0.15,884,,,,,,,,,,,
03/10/2021,SOFR,0.02,0,0.01,0.04,0.15,914,,,,,,,,,,,
03/09/2021,SOFR,0.02,0,0.01,0.03,0.15,914,,,,,,,,,,,
03/08/2021,SOFR,0.02,0,0.01,0.04,0.15,928,,,,,,,,,,,
03/05/2021,SOFR,0.02,0,0.01,0.03,0.15,933,,,,,,,,,,,
03/04/2021,SOFR,0.02,0.01,0.01,0.04,0.15,936,,,,,,,,,,,
03/03/2021,SOFR,0.04,0.02,0.03,0.06,0.15,897,,,,,,,,,,,
03/02/2021,SOFR,0.04,0.01,0.02,0.05,0.15,951,,,,,,,,,,,
03/01/2021,SOFR,0.02,0,0.01,0.04,0.15,988,,,,,,,,,,,
02/26/2021,SOFR,0.01,-0.02,0.01,0.01,0.15,889,,,,,,,,,,,
02/25/2021,SOFR,0.03,0.01,0.02,0.05,0.15,896,,,,,,,,,,,
02/24/2021,SOFR,0.02,0.01,0.01,0.04,0.15,870,,,,,,,,,,,
02/23/2021,SOFR,0.01,0,0.01,0.03,0.15,917,,,,,,,,,,,
02/22/2021,SOFR,0.03,0.01,0.02,0.04,0.15,860,,,,,,,,,,,
02/19/2021,SOFR,0.02,0.01,0.01,0.04,0.15,873,,,,,,,,,,,
02/18/2021,SOFR,0.03,0.02,0.02,0.05,0.15,872,,,,,,,,,,,
02/17/2021,SOFR,0.06,0.03,0.05,0.08,0.15,957,,,,,,,,,,,
02/16/2021,SOFR,0.06,0.04,0.05,0.08,0.15,934,,,,,,,,,,,
02/12/2021,SOFR,0.05,0.02,0.03,0.07,0.15,890,,,,,,,,,,,
02/11/2021,SOFR,0.06,0.03,0.04,0.08,0.15,891,,,,,,,,,,,
02/10/2021,SOFR,0.06,0.04,0.05,0.09,0.15,884,,,,,,,,,,,
02/09/2021,SOFR,0.05,0.03,0.03,0.07,0.15,901,,,,,,,,,,,
02/08/2021,SOFR,0.02,0.01,0.01,0.05,0.15,920,,,,,,,,,,,
02/05/2021,SOFR,0.02,0.01,0.01,0.04,0.15,933,,,,,,,,,,,
02/04/2021,SOFR,0.05,0.03,0.03,0.06,0.15,989,,,,,,,,,,,
02/03/2021,SOFR,0.07,0.03,0.06,0.1,0.15,962,,,,,,,,,,,
02/02/2021,SOFR,0.07,0.04,0.06,0.09,0.15,968,,,,,,,,,,,
02/01/2021,SOFR,0.07,0.04,0.05,0.09,0.15,1010,,,,,,,,,,,
01/29/2021,SOFR,0.06,0.03,0.04,0.07,0.15,915,,,,,,,,,,,
01/28/2021,SOFR,0.04,0.02,0.03,0.06,0.15,906,,,,,,,,,,,
01/27/2021,SOFR,0.03,0.01,0.02,0.04,0.15,913,,,,,,,,,,,
01/26/2021,SOFR,0.03,0.01,0.02,0.05,0.15,926,,,,,,,,,,,
01/25/2021,SOFR,0.06,0.03,0.05,0.09,0.15,885,,,,,,,,,,,
01/22/2021,SOFR,0.05,0.03,0.04,0.07,0.15,906,,,,,,,,,,,
01/21/2021,SOFR,0.04,0.01,0.02,0.05,0.15,922,,,,,,,,,,,
01/20/2021,SOFR,0.06,0.02,0.04,0.07,0.15,883,,,,,,,,,,,
01/19/2021,SOFR,0.07,0.04,0.05,0.09,0.15,936,,,,,,,,,,,
01/15/2021,SOFR,0.08,0.05,0.05,0.1,0.15,904,,,,,,,,,,,
01/14/2021,SOFR,0.08,0.04,0.05,0.1,0.16,887,,,,,,,,,,,
01/13/2021,SOFR,0.08,0.05,0.05,0.1,0.15,911,,,,,,,,,,,
01/12/2021,SOFR,0.08,0.05,0.06,0.11,0.16,918,,,,,,,,,,,
01/11/2021,SOFR,0.09,0.05,0.07,0.11,0.17,964,,,,,,,,,,,
01/08/2021,SOFR,0.09,0.06,0.07,0.12,0.17,992,,,,,,,,,,,
01/07/2021,SOFR,0.1,0.06,0.08,0.12,0.18,951,,,,,,,,,,,
01/06/2021,SOFR,0.1,0.07,0.08,0.13,0.18,978,,,,,,,,,,,
01/05/2021,SOFR,0.11,0.06,0.08,0.13,0.18,986,,,,,,,,,,,
01/04/2021,SOFR,0.1,0.05,0.07,0.12,0.17,1046,,,,,,,,,,,
12/31/2020,SOFR,0.07,0.03,0.06,0.1,0.17,1095,,,,,,,,,,,
